Title,Developer(s),Publisher(s),Release date
PAL,JP,NA
Umezawa Yukari no Igo Seminar,Success,Success,Unreleased,"Jun 13, 2002",Unreleased
Unreal Championship,Digital Extremes Epic Games,Infogrames,"Nov 29, 2002","Jan 22, 2004","Nov 12, 2002"
Unreal Championship 2: The Liandri Conflict,Epic Games,Midway,"Apr 22, 2005",Unreleased,"Apr 18, 2005"
Unreal II: The Awakening,Tantalus Interactive,Atari,"Apr 23, 2004",Unreleased,"Feb 10, 2004"
Urban Chaos: Riot Response,Rocksteady Studios,Eidos Interactive,"May 19, 2006 EU May 26, 2006 AUS",Unreleased,"Jun 13, 2006"
The Urbz: Sims in the City,Maxis,EA Games,"Nov 9, 2004 AUS Nov 12, 2004 EU",Unreleased,"Nov 9, 2004"
V-Rally 3,Eden Studios,Infogrames,"Mar 28, 2003 EU Apr 11, 2003 AUS",Unreleased,"Mar 26, 2003"
Van Helsing,Saffire,Vivendi Universal Games,"May 14, 2004",Unreleased,"May 7, 2004"
Vexx,Acclaim Studios Austin,Acclaim Entertainment,"Apr 4, 2003",Unreleased,"Feb 11, 2003"
Vietcong: Purple Haze,Coyote Developments,Gathering,"Oct 22, 2004",Unreleased,"Sep 15, 2004"
Virtual Pool: Tournament Edition,Celeris,Global Star Software,"Jun 8, 2005",Unreleased,"May 11, 2005"
Volvo: Drive For Life,Climax Action,Microsoft Game Studios,Unreleased,Unreleased,"Aug 18, 2005"
Voodoo Vince,Beep Industries,Microsoft Game Studios,"Oct 17, 2003","Jun 22, 2004","Sep 23, 2003"
Wakeboarding Unleashed Featuring Shaun Murray,Shaba Games,Activision O2,"Jun 13, 2003","Dec 25, 2003","Jun 10, 2003"
Wallace & Gromit in Project Zoo,Frontier Developments,BAM! Entertainment,"Oct 3, 2003",Unreleased,"Oct 16, 2003"
Wallace & Gromit: The Curse of the Were-Rabbit,Frontier Developments,Konami,"Oct 14, 2005",Unreleased,"Sep 29, 2005"
Warpath,Digital Extremes,Groove Games,Unreleased,Unreleased,"Jul 18, 2006"
The Warriors,Rockstar Toronto,Rockstar Games,"Oct 21, 2005",Unreleased,"Oct 17, 2005"
Whacked!,Presto Studios,Microsoft Game Studios,"Nov 29, 2002","Jan 16, 2003","Oct 15, 2002"
Whiplash,Crystal Dynamics Nixxes Software,Eidos Interactive,"Mar 5, 2004",Unreleased,"Nov 18, 2003"
Whiteout,Vicarious Visions,Konami,Unreleased,Unreleased,"Dec 10, 2002"
The Wild Rings,Paon,Microsoft Game Studios,Unreleased,"Apr 10, 2003",Unreleased
WinBack 2: Project Poseidon Operation WinBack 2: Project Poseidon (PAL),Cavia,Koei,"Jun 16, 2006 EU Jun 29, 2006 AUS",Unreleased,"Apr 25, 2006"
Wings of War,Silver Wish Games,Gathering,"Jul 30, 2004",Unreleased,"Aug 30, 2004"
Without Warning,Circle Studio,Capcom,"Oct 28, 2005",Unreleased,"Nov 1, 2005"
World Championship Poker,Coresoft,Crave Entertainment,Unreleased,Unreleased,"Nov 30, 2004"
World Championship Poker 2: Featuring Howard Lederer,Point of View,Crave Entertainment,Unreleased,Unreleased,"Nov 3, 2005"
World Championship Pool 2004,Blade Interactive,Jaleco Entertainment,"Mar 4, 2005",Unreleased,"Dec 8, 2003"
World Championship Rugby,Swordfish Studios,Acclaim Entertainment,"Apr 8, 2004",Unreleased,Unreleased
World Championship Snooker 2003,Blade Interactive,Codemasters,"Jun 20, 2003 AUS Jun 27, 2003 EU",Unreleased,Unreleased
World Championship Snooker 2004,Blade Interactive,Codemasters,"Jun 25, 2004 EU Jul 2, 2004 AUS",Unreleased,Unreleased
World Poker Tour,Coresoft,2K Sports,"Jan 27, 2006 AUS Mar 10, 2006 EU",Unreleased,"Oct 18, 2005"
World Racing,Synetic,TDK Mediactive,"Feb 28, 2003",Unreleased,"Mar 20, 2003"
World Racing 2,Synetic,Playlogic Entertainment PAL Evolved Games NA,"Nov 25, 2005",Unreleased,"Aug 16, 2006"
World Series Baseball,Visual Concepts,Sega,Unreleased,Unreleased,"May 21, 2002"
World Series Baseball 2K3,Visual Concepts,Sega,Unreleased,Unreleased,"Mar 11, 2003"
World Series of Poker,Left Field Productions,Activision,"Feb 1, 2006 AUS Feb 24, 2006 EU",Unreleased,"Aug 31, 2005"
World Snooker Championship 2005,Blade Interactive,Sega,"Apr 15, 2005",Unreleased,Unreleased
World War II Combat: Iwo Jima,Direct Action Games,Groove Games,Unreleased,Unreleased,"Jul 21, 2006"
World War II Combat: Road to Berlin,Direct Action Games,Groove Games,Unreleased,Unreleased,"Jan 24, 2006"
Worms 3D,Team17,Sega,"Oct 31, 2003",Unreleased,"Mar 1, 2005"
Worms 4: Mayhem,Team17,Codemasters PAL Majesco Entertainment NA,"Jul 29, 2005 EU Aug 16, 2005 AUS",Unreleased,"Oct 4, 2005"
Worms Forts: Under Siege,Team17,Sega,"Nov 19, 2004",Unreleased,"Mar 15, 2005"
Wrath Unleashed,The Collective,LucasArts,"Mar 5, 2004",Unreleased,"Feb 10, 2004"
Wreckless: The Yakuza Missions Double-S.T.E.A.L. (JP),Bunkasha,Activision,"Mar 14, 2002","Feb 22, 2002","Feb 5, 2002"
WTA Tour Tennis Pro Tennis WTA Tour (PAL),Konami,Konami,"Sep 13, 2002","Aug 29, 2002","Sep 24, 2002"
WWE Raw 2,Anchor Inc.,THQ,"Oct 3, 2003 AUS Oct 10, 2003 EU",Unreleased,"Sep 15, 2003"
WWE WrestleMania 21,Studio Gigante,THQ,"May 27, 2005",Unreleased,"Apr 20, 2005"
WWF Raw WWE Raw (WW),Anchor Inc.,THQ,"Sep 27, 2002","Oct 3, 2002","Feb 12, 2002"
X-Men Legends,Raven Software,Activision,"Oct 22, 2004","Jan 27, 2005","Sep 21, 2004"
X-Men Legends II: Rise of Apocalypse,Raven Software,Activision,"Oct 12, 2005 AUS Oct 14, 2005 EU",Unreleased,"Sep 20, 2005"
X-Men: Next Dimension,Paradox Development,Activision,"Nov 22, 2002",Unreleased,"Oct 29, 2002"
X-Men: The Official Game,Z-Axis,Activision,"May 19, 2006",Unreleased,"May 16, 2006"
X2: Wolverine's Revenge X-Men 2: Wolverine's Revenge (PAL),GenePool Software,Activision,"Apr 17, 2003","Jul 22, 2004","Apr 15, 2003"
Xbox Music Mixer,WildTangent,Microsoft Game Studios,"Nov 28, 2003","Jan 1, 2004","Oct 27, 2003"
XGRA: Extreme-G Racing Association,Acclaim Studios Cheltenham,Acclaim Entertainment,"Oct 1, 2003 AUS Oct 3, 2003 EU",Unreleased,"Sep 16, 2003"
Xiaolin Showdown,BottleRocket Entertainment,Konami,"Jun 29, 2007",Unreleased,"Nov 14, 2006"
XIII,Southend Interactive,Ubisoft,"Nov 28, 2003","Aug 5, 2004","Nov 18, 2003"
Xyanide,Playlogic Entertainment,Evolved Games,Unreleased,Unreleased,"Aug 15, 2006"
Yager,Yager Development,THQ PAL Kemco NA,"May 23, 2003",Unreleased,"Sep 28, 2004"
Yetisports Arctic Adventures,Pirate Games,JoWooD Productions,"Jul 18, 2005",Unreleased,Unreleased
Yonenaga Kunio no Shougi Seminar,Success,Success,Unreleased,"Jun 13, 2002",Unreleased
Yourself!Fitness,Respondesign,Respondesign,Unreleased,Unreleased,"Oct 8, 2004"
Yu-Gi-Oh! The Dawn of Destiny,Konami Computer Entertainment Japan,Konami,"Nov 19, 2004 EU Dec 3, 2004 AUS",Unreleased,"Mar 23, 2004"
Zapper: One Wicked Cricket,Blitz Games,Infogrames,"Mar 14, 2003",Unreleased,"Nov 5, 2002"
Zathura,High Voltage Software,2K Games,"Jan 27, 2006",Unreleased,"Nov 3, 2005"
ZillerNet [ c ],Studio9 Taijin Media,Microsoft Game Studios,Unreleased,"Jul 10, 2005 KOR",Unreleased
